PM_ID	Title	Abstract	Journal	Year	PMC_ID	DOI	Type	Author
23300594	Fumaric acid production in Saccharomyces cerevisiae by in silico aided metabolic engineering.	Fumaric acid (FA) is a promising biomass-derived building-block chemical. Bio-based FA production from renewable feedstock is a promising and sustainable alternative to petroleum-based chemical synthesis. Here we report on FA production by direct fermentation using metabolically engineered Saccharomyces cerevisiae with the aid of in silico analysis of a genome-scale metabolic model. First, FUM1 was selected as the target gene on the basis of extensive literature mining. Flux balance analysis (FBA) revealed that FUM1 deletion can lead to FA production and slightly lower growth of S. cerevisiae. The engineered S. cerevisiae strain obtained by deleting FUM1 can produce FA up to a concentration of 610±31 mg L(-1) without any apparent change in growth in fed-batch culture. FT-IR and (1)H and (13)C NMR spectra confirmed that FA was synthesized by the engineered S. cerevisiae strain. FBA identified pyruvate carboxylase as one of the factors limiting higher FA production. When the RoPYC gene was introduced, S. cerevisiae produced 1134±48 mg L(-1) FA. Furthermore, the final engineered S. cerevisiae strain was able to produce 1675±52 mg L(-1) FA in batch culture when the SFC1 gene encoding a succinate-fumarate transporter was introduced. These results demonstrate that the model shows great predictive capability for metabolic engineering. Moreover, FA production in S. cerevisiae can be efficiently developed with the aid of in silico metabolic engineering.	PloS one	2012	3530589.0	10.1371/journal.pone.0052086	Journal Article,Research Support, Non-U.S. Gov't,	[ForeName:Guoqiang,LastName:Xu] [ForeName:Wei,LastName:Zou] [ForeName:Xiulai,LastName:Chen] [ForeName:Nan,LastName:Xu] [ForeName:Liming,LastName:Liu] [ForeName:Jian,LastName:Chen]
22519412	Isoprene hydrocarbons production upon heterologous transformation of Saccharomyces cerevisiae.	  Isoprene (2-methyl-1,3-butadiene; C(5) H(8) ) is naturally produced by photosynthesis and emitted in the atmosphere by the leaves of many herbaceous, deciduous and woody plants. Fermentative yeast and fungi (Ascomycota) are not genetically endowed with the isoprene production process. The work investigated whether Ascomycota can be genetically modified and endowed with the property of constitutive isoprene production.	Journal of applied microbiology	2012		10.1111/j.1365-2672.2012.05319.x	Journal Article,Research Support, Non-U.S. Gov't,	[ForeName:S-Y,LastName:Hong] [ForeName:A S,LastName:Zurbriggen] [ForeName:A,LastName:Melis]
24853351	Design and construction of acetyl-CoA overproducing Saccharomyces cerevisiae strains.	Saccharomyces cerevisiae has increasingly been engineered as a cell factory for efficient and economic production of fuels and chemicals from renewable resources. Notably, a wide variety of industrially important products are derived from the same precursor metabolite, acetyl-CoA. However, the limited supply of acetyl-CoA in the cytosol, where biosynthesis generally happens, often leads to low titer and yield of the desired products in yeast. In the present work, combined strategies of disrupting competing pathways and introducing heterologous biosynthetic pathways were carried out to increase acetyl-CoA levels by using the CoA-dependent n-butanol production as a reporter. By inactivating ADH1 and ADH4 for ethanol formation and GPD1 and GPD2 for glycerol production, the glycolytic flux was redirected towards acetyl-CoA, resulting in 4-fold improvement in n-butanol production. Subsequent introduction of heterologous acetyl-CoA biosynthetic pathways, including pyruvate dehydrogenase (PDH), ATP-dependent citrate lyase (ACL), and PDH-bypass, further increased n-butanol production. Recombinant PDHs localized in the cytosol (cytoPDHs) were found to be the most efficient, which increased n-butanol production by additional 3 fold. In total, n-butanol titer and acetyl-CoA concentration were increased more than 12 fold and 3 fold, respectively. By combining the most effective and complementary acetyl-CoA pathways, more than 100mg/L n-butanol could be produced using high cell density fermentation, which represents the highest titer ever reported in yeast using the clostridial CoA-dependent pathway.	Metabolic engineering	2014		10.1016/j.ymben.2014.05.010	Journal Article,Research Support, Non-U.S. Gov't,	[ForeName:Jiazhang,LastName:Lian] [ForeName:Tong,LastName:Si] [ForeName:Nikhil U,LastName:Nair] [ForeName:Huimin,LastName:Zhao]
14982993	Engineering Escherichia coli for efficient conversion of glucose to pyruvate.	Escherichia coli TC44, a derivative of W3110, was engineered for the production of pyruvate from glucose by combining mutations to minimize ATP yield, cell growth, and CO2 production (DeltaatpFH DeltaadhE DeltasucA) with mutations that eliminate acetate production [poxB::FRT (FLP recognition target) DeltaackA] and fermentation products (DeltafocA-pflB DeltafrdBC DeltaldhA DeltaadhE). In mineral salts medium containing glucose as the sole carbon source, strain TC44(DeltafocA-pflB DeltafrdBC DeltaldhA DeltaatpFH DeltaadhE DeltasucA poxB::FRT DeltaackA) converted glucose to pyruvate with a yield of 0.75 g of pyruvate per g of glucose (77.9% of theoretical yield; 1.2 g of pyruvate liters(-1).h(-1)). A maximum of 749 mM pyruvate was produced with excess glucose. Glycolytic flux was >50% faster for TC44 producing pyruvate than for the wild-type W3110 during fully aerobic metabolism. The tolerance of E. coli to such drastic changes in metabolic flow and energy production implies considerable elasticity in permitted pool sizes for key metabolic intermediates such as pyruvate and acetyl-CoA. In strain TC44, pyruvate yield, pyruvate titer, and the rate of pyruvate production in mineral salts medium were equivalent or better than previously reported for other biocatalysts (yeast and bacteria) requiring complex vitamin feeding strategies and complex nutrients. TC44 offers the potential to improve the economics of pyruvate production by reducing the costs of materials, product purification, and waste disposal.	Proceedings of the National Academy of Sciences of the United States of America	2004	356934.0	10.1073/pnas.0308171100	Comparative Study,Journal Article,Research Support, U.S. Gov't, Non-P.H.S.,	[ForeName:T B,LastName:Causey] [ForeName:K T,LastName:Shanmugam] [ForeName:L P,LastName:Yomano] [ForeName:L O,LastName:Ingram]
22752168	Production of aromatic compounds by metabolically engineered Escherichia coli with an expanded shikimate pathway.	Escherichia coli was metabolically engineered by expanding the shikimate pathway to generate strains capable of producing six kinds of aromatic compounds, phenyllactic acid, 4-hydroxyphenyllactic acid, phenylacetic acid, 4-hydroxyphenylacetic acid, 2-phenylethanol, and 2-(4-hydroxyphenyl)ethanol, which are used in several fields of industries including pharmaceutical, agrochemical, antibiotic, flavor industries, etc. To generate strains that produce phenyllactic acid and 4-hydroxyphenyllactic acid, the lactate dehydrogenase gene (ldhA) from Cupriavidus necator was introduced into the chromosomes of phenylalanine and tyrosine overproducers, respectively. Both the phenylpyruvate decarboxylase gene (ipdC) from Azospirillum brasilense and the phenylacetaldehyde dehydrogenase gene (feaB) from E. coli were introduced into the chromosomes of phenylalanine and tyrosine overproducers to generate phenylacetic acid and 4-hydroxyphenylacetic acid producers, respectively, whereas ipdC and the alcohol dehydrogenase gene (adhC) from Lactobacillus brevis were introduced to generate 2-phenylethanol and 2-(4-hydroxyphenyl)ethanol producers, respectively. Expression of the respective introduced genes was controlled by the T7 promoter. While generating the 2-phenylethanol and 2-(4-hydroxyphenyl)ethanol producers, we found that produced phenylacetaldehyde and 4-hydroxyphenylacetaldehyde were automatically reduced to 2-phenylethanol and 2-(4-hydroxyphenyl)ethanol by endogenous aldehyde reductases in E. coli encoded by the yqhD, yjgB, and yahK genes. Cointroduction and cooverexpression of each gene with ipdC in the phenylalanine and tyrosine overproducers enhanced the production of 2-phenylethanol and 2-(4-hydroxyphenyl)ethanol from glucose. Introduction of the yahK gene yielded the most efficient production of both aromatic alcohols. During the production of 2-phenylethanol, 2-(4-hydroxyphenyl)ethanol, phenylacetic acid, and 4-hydroxyphenylacetic acid, accumulation of some by-products were observed. Deletion of feaB, pheA, and/or tyrA genes from the chromosomes of the constructed strains resulted in increased desired aromatic compounds with decreased by-products. Finally, each of the six constructed strains was able to successfully produce a different aromatic compound as a major product. We show here that six aromatic compounds are able to be produced from renewable resources without supplementing with expensive precursors.	Applied and environmental microbiology	2012	3416637.0	10.1128/AEM.01148-12	Journal Article,Research Support, Non-U.S. Gov't,	[ForeName:Daisuke,LastName:Koma] [ForeName:Hayato,LastName:Yamanaka] [ForeName:Kunihiko,LastName:Moriyoshi] [ForeName:Takashi,LastName:Ohmoto] [ForeName:Kiyofumi,LastName:Sakai]
19763290	Enantioselective synthesis of pure (R,R)-2,3-butanediol in Escherichia coli with stereospecific secondary alcohol dehydrogenases.	We characterized the activity and stereospecificity of four secondary alcohol dehydrogenases (sADHs) towards acetoin reduction and constructed synthetic pathways in E. coli to produce enantiomerically pure (R,R)-2,3-butanediol (2,3-BDO) from glucose with a titer of 6.1 g/L (enantio purity >99%), and yield of 0.31 g product/g glucose (62% of theoretical maximum).	Organic & biomolecular chemistry	2009		10.1039/b913501d	Journal Article,	[ForeName:Yajun,LastName:Yan] [ForeName:Chia-Chi,LastName:Lee] [ForeName:James C,LastName:Liao]
21541714	Development of L-tryptophan production strains by defined genetic modification in Escherichia coli.	Construction and improvement of industrial strains play a central role in the commercial development of microbial fermentation processes. L-tryptophan producers have usually been developed by classical random mutagenesis due to its complicated metabolic network and regulatory mechanism. However, in the present study, an L-tryptophan overproducing Escherichia coli strain was developed by defined genetic modification methodology. Feedback inhibitions of 3-deoxy-D-arabinoheptulosonate 7-phosphate synthase (AroF) and anthranilate synthase (TrpED) were eliminated by site-directed mutagenesis. Expression of deregulated AroF and TrpED was achieved by using a temperature-inducible expression plasmid pSV. Transcriptional regulation of trp repressor was removed by deleting trpR. Pathway for L-Trp degradation was removed by deleting tnaA. L-phenylalanine and L-tyrosine biosynthesis pathways that compete with L-tryptophan biosynthesis were blocked by deleting their critical genes (pheA and tyrA). The final engineered E. coli can produce 13.3 g/l of L-tryptophan. Fermentation characteristics of the engineered strains were also analyzed.	Journal of industrial microbiology & biotechnology	2011		10.1007/s10295-011-0978-8	Journal Article,Research Support, Non-U.S. Gov't,	[ForeName:Zhi-Jun,LastName:Zhao] [ForeName:Chun,LastName:Zou] [ForeName:Yi-Xing,LastName:Zhu] [ForeName:Jun,LastName:Dai] [ForeName:Sheng,LastName:Chen] [ForeName:Dan,LastName:Wu] [ForeName:Jing,LastName:Wu] [ForeName:Jian,LastName:Chen]
21642415	Redesigning Escherichia coli metabolism for anaerobic production of isobutanol.	Fermentation enables the production of reduced metabolites, such as the biofuels ethanol and butanol, from fermentable sugars. This work demonstrates a general approach for designing and constructing a production host that uses a heterologous pathway as an obligately fermentative pathway to produce reduced metabolites, specifically, the biofuel isobutanol. Elementary mode analysis was applied to design an Escherichia coli strain optimized for isobutanol production under strictly anaerobic conditions. The central metabolism of E. coli was decomposed into 38,219 functional, unique, and elementary modes (EMs). The model predictions revealed that during anaerobic growth E. coli cannot produce isobutanol as the sole fermentative product. By deleting 7 chromosomal genes, the total 38,219 EMs were constrained to 12 EMs, 6 of which can produce high yields of isobutanol in a range from 0.29 to 0.41 g isobutanol/g glucose under anaerobic conditions. The remaining 6 EMs rely primarily on the pyruvate dehydrogenase enzyme complex (PDHC) and are typically inhibited under anaerobic conditions. The redesigned E. coli strain was constrained to employ the anaerobic isobutanol pathways through deletion of 7 chromosomal genes, addition of 2 heterologous genes, and overexpression of 5 genes. Here we present the design, construction, and characterization of an isobutanol-producing E. coli strain to illustrate the approach. The model predictions are evaluated in relation to experimental data and strategies proposed to improve anaerobic isobutanol production. We also show that the endogenous alcohol/aldehyde dehydrogenase AdhE is the key enzyme responsible for the production of isobutanol and ethanol under anaerobic conditions. The glycolytic flux can be controlled to regulate the ratio of isobutanol to ethanol production.	Applied and environmental microbiology	2011	3147371.0	10.1128/AEM.00382-11	Journal Article,	[ForeName:Cong T,LastName:Trinh] [ForeName:Johnny,LastName:Li] [ForeName:Harvey W,LastName:Blanch] [ForeName:Douglas S,LastName:Clark]
23216753	De novo production of the flavonoid naringenin in engineered Saccharomyces cerevisiae.	Flavonoids comprise a large family of secondary plant metabolic intermediates that exhibit a wide variety of antioxidant and human health-related properties. Plant production of flavonoids is limited by the low productivity and the complexity of the recovered flavonoids. Thus to overcome these limitations, metabolic engineering of specific pathway in microbial systems have been envisaged to produce high quantity of a single molecules.	Microbial cell factories	2012	3539886.0	10.1186/1475-2859-11-155	Journal Article,Research Support, Non-U.S. Gov't,	[ForeName:Frank,LastName:Koopman] [ForeName:Jules,LastName:Beekwilder] [ForeName:Barbara,LastName:Crimi] [ForeName:Adele,LastName:van Houwelingen] [ForeName:Robert D,LastName:Hall] [ForeName:Dirk,LastName:Bosch] [ForeName:Antonius J A,LastName:van Maris] [ForeName:Jack T,LastName:Pronk] [ForeName:Jean-Marc,LastName:Daran]
21713510	Engineering Escherichia coli for efficient cellobiose utilization.	Escherichia coli normally cannot utilize the β-glucoside sugar cellobiose as a carbon and energy source unless a stringent selection pressure for survival is present. The cellobiose-utilization phenotype can be conferred by mutations in the two cryptic operons, chb and asc. In this study, the cellobiose-utilization phenotype was conferred to E. coli by replacing the cryptic promoters of these endogenous operons with a constitutive promoter. Evolutionary adaptation of the engineered strain CP12CHBASC by repeated subculture in cellobiose-containing minimal medium led to an increase in the rate of cellobiose uptake and cell growth on cellobiose. An efficient cellobiose-metabolizing E. coli strain would be of great importance over glucose-metabolizing E. coli for a simultaneous saccharification and fermentation process, as the cost of the process would be reduced by eliminating one of the three enzymes needed to hydrolyze cellulose into simple sugars.	Applied microbiology and biotechnology	2011		10.1007/s00253-011-3434-9	Journal Article,Research Support, Non-U.S. Gov't,	[ForeName:Parisutham,LastName:Vinuselvi] [ForeName:Sung Kuk,LastName:Lee]
14532024	Engineering Escherichia coli for increased productivity of serine-rich proteins based on proteome profiling.	Variations in proteome profiles of Escherichia coli in response to the overproduction of human leptin, a serine-rich (11.6% of total amino acids) protein, were examined by two-dimensional gel electrophoresis. The levels of heat shock proteins increased, while those of protein elongation factors, 30S ribosomal protein, and some enzymes involved in amino acid biosynthesis decreased, after leptin overproduction. Most notably, the levels of enzymes involved in the biosynthesis of serine family amino acids significantly decreased. Based on this information, we designed a strategy to enhance the leptin productivity by manipulating the cysK gene, encoding cysteine synthase A. By coexpression of the cysK gene, we were able to increase the cell growth rate by approximately twofold. Also, the specific leptin productivity could be increased by fourfold. In addition, we found that cysK coexpression can improve the production of another serine-rich protein, interleukin-12 beta chain, suggesting that this strategy may be useful for the production of other serine-rich proteins as well. The approach taken in this study should be useful in designing a strategy for improving recombinant protein production.	Applied and environmental microbiology	2003	201230.0	10.1128/AEM.69.10.5772-5781.2003	Evaluation Study,Journal Article,Research Support, Non-U.S. Gov't,	[ForeName:Mee-Jung,LastName:Han] [ForeName:Ki Jun,LastName:Jeong] [ForeName:Jong-Shin,LastName:Yoo] [ForeName:Sang Yup,LastName:Lee]
22124721	Computational identification of gene over-expression targets for metabolic engineering of taxadiene production.	Taxadiene is the first dedicated intermediate in the biosynthetic pathway of the anticancer compound Taxol. Recent studies have taken advantage of heterologous hosts to produce taxadiene and other isoprenoid compounds, and such ventures now offer research opportunities that take advantage of the engineering tools associated with the surrogate host. In this study, metabolic engineering was applied in the context of over-expression targets predicted to improve taxadiene production. Identified targets included genes both within and outside of the isoprenoid precursor pathway. These targets were then tested for experimental over-expression in a heterologous Escherichia coli host designed to support isoprenoid biosynthesis. Results confirmed the computationally predicted improvements and indicated a synergy between targets within the expected isoprenoid precursor pathway and those outside this pathway. The presented algorithm is broadly applicable to other host systems and/or product choices.	Applied microbiology and biotechnology	2012	9896017.0	10.1007/s00253-011-3725-1	Journal Article,Research Support, N.I.H., Extramural,Research Support, Non-U.S. Gov't,	[ForeName:Brett A,LastName:Boghigian] [ForeName:John,LastName:Armando] [ForeName:Daniel,LastName:Salas] [ForeName:Blaine A,LastName:Pfeifer]
23455340	Metabolic engineering for L-glutamine overproduction by using DNA gyrase mutations in Escherichia coli.	An L-glutamine-overproducing mutant of an Escherichia coli K-12-derived strain was selected from randomly mutagenized cells in the course of L-alanyl-L-glutamine strain development. Genome-wide mutation analysis unveiled a novel mechanism for L-glutamine overproduction in this mutant. Three mutations were identified that are related to the L-glutamine overproduction phenotype, namely, an intergenic mutation in the 5'-flanking region of yeiG and two nonsynonymous mutations in gyrA (Gly821Ser and Asp830Asn). Expression of yeiG, which encodes a putative esterase, was enhanced by the intergenic mutation. The nonsynonymous mutations in gyrA, a gene that encodes the DNA gyrase α subunit, affected the DNA topology of the cells. Gyrase is a type II topoisomerase that adds negative supercoils to double-stranded DNA. When the opposing DNA-relaxing activity was enhanced by overexpressing topoisomerase I (topA) and topoisomerase IV (parC and parE), an increase in L-glutamine production was observed. These results indicate that a reduction of chromosomal DNA supercoils in the mutant caused an increase in L-glutamine accumulation. The mechanism underlying this finding is discussed in this paper. We also constructed an L-glutamine-hyperproducing strain by attenuating cellular L-glutamine degradation activity. Although the reconstituted mutant (with yeiG together with gyrA) produced 200 mM L-glutamine, metabolic engineering finally enabled construction of a mutant that accumulated more than 500 mM L-glutamine.	Applied and environmental microbiology	2013	3623149.0	10.1128/AEM.03994-12	Journal Article,	[ForeName:Mikiro,LastName:Hayashi] [ForeName:Kazuhiko,LastName:Tabata]
11375660	Disruption of a global regulatory gene to enhance central carbon flux into phenylalanine biosynthesis in Escherichia coli.	"Genetic engineering of microbes for commercial metabolite production traditionally has sought to alter the levels and/or intrinsic activities of key enzymes in relevant biosynthetic pathway(s). Microorganisms exploit similar strategies for flux control, but also coordinate flux through sets of related pathways by using global regulatory circuits. We have engineered a global regulatory system of Escherichia coli, Csr (carbon storage regulator), to increase precursor for aromatic amino acid biosynthesis. Disruption of csrA increases gluconeogenesis, decreases glycolysis, and thus elevates phosphoenolpyruvate, a limiting precursor of aromatics. A strain in which the aromatic (shikimate) pathway had been optimized produced twofold more phenylalanine when csrA was disrupted. Overexpression of tktA (transketolase) to increase the other precursor, erythrose-4-phosphate, yielded approximately 1.4-fold enhancement, while both changes were additive. These effects of csrA were not mediated by increasing the regulatory enzymes of phenylalanine biosynthesis. This study introduces the concept of ""global metabolic engineering"" for second-generation strain improvement."	Current microbiology	2001		10.1007/s002840010255	Journal Article,Research Support, Non-U.S. Gov't,Research Support, U.S. Gov't, Non-P.H.S.,	[ForeName:M,LastName:Tatarko] [ForeName:T,LastName:Romeo]
17196416	Engineering of the pyruvate dehydrogenase bypass in Saccharomyces cerevisiae for high-level production of isoprenoids.	Amorphadiene, a sesquiterpene precursor to the anti-malarial drug artemisinin, is synthesized by the cyclization of farnesyl pyrophosphate (FPP). Saccharomyces cerevisiae produces FPP through the mevalonate pathway using acetyl-CoA as a starting compound. In order to enhance the supply of acetyl-CoA to the mevalonate pathway and achieve high-level production of amorphadiene, we engineered the pyruvate dehydrogenase bypass in S. cerevisiae. Overproduction of acetaldehyde dehydrogenase and introduction of a Salmonella enterica acetyl-CoA synthetase variant increased the carbon flux into the mevalonate pathway resulting in increased amorphadiene production. This work will be generally applicable to the production of a broad range of isoprenoids in yeast.	Metabolic engineering	2007		10.1016/j.ymben.2006.10.005	Journal Article,Research Support, Non-U.S. Gov't,	[ForeName:Yoichiro,LastName:Shiba] [ForeName:Eric M,LastName:Paradise] [ForeName:James,LastName:Kirby] [ForeName:Dae-Kyun,LastName:Ro] [ForeName:Jay D,LastName:Keasling]
12009797	Metabolic engineering through cofactor manipulation and its effects on metabolic flux redistribution in Escherichia coli.	Applications of genetic engineering or metabolic engineering have increased in both academic and industrial institutions. Most current metabolic engineering studies have focused on enzyme levels and on the effect of the amplification, addition, or deletion of a particular pathway. Although it is generally known that cofactors play a major role in the production of different fermentation products, their role has not been thoroughly and systematically studied. It is conceivable that in cofactor-dependent production systems, cofactor availability and the proportion of cofactor in the active form may play an important role in dictating the overall process yield. Hence, the manipulation of these cofactor levels may be crucial in order to further increase production. We have demonstrated that manipulation of cofactors can be achieved by external and genetic means and these manipulations have the potential to be used as an additional tool to achieve desired metabolic goals. We have shown experimentally that the NADH/NAD(+) ratio can be altered by using carbon sources with different oxidation states. We have shown further that the metabolite distribution can be influenced by a change in the NADH/NAD(+) ratio as mediated by the oxidation state of the carbon source used. We have also demonstrated that the total NAD(H/(+)) levels can be increased by the overexpression of the pncB gene. The increase in the total NAD(H/(+)) levels can be achieved even in a complex medium, which is commonly used by most industrial processes. Finally, we have shown that manipulation of the CoA pool/flux can be used to increase the productivity of a model product, isoamyl acetate.	Metabolic engineering	2002		10.1006/mben.2001.0220	Journal Article,Research Support, Non-U.S. Gov't,Research Support, U.S. Gov't, Non-P.H.S.,	[ForeName:Ka-Yiu,LastName:San] [ForeName:George N,LastName:Bennett] [ForeName:Susana J,LastName:Berríos-Rivera] [ForeName:Ravi V,LastName:Vadali] [ForeName:Yea-Tyng,LastName:Yang] [ForeName:Emily,LastName:Horton] [ForeName:Fred B,LastName:Rudolph] [ForeName:Berna,LastName:Sariyar] [ForeName:Kimathi,LastName:Blackwood]
18424547	Minimal Escherichia coli cell for the most efficient production of ethanol from hexoses and pentoses.	To obtain an efficient ethanologenic Escherichia coli strain, we reduced the functional space of the central metabolic network, with eight gene knockout mutations, from over 15,000 pathway possibilities to 6 pathway options that support cell function. The remaining pathways, identified by elementary mode analysis, consist of four pathways with non-growth-associated conversion of pentoses and hexoses into ethanol at theoretical yields and two pathways with tight coupling of anaerobic cell growth with ethanol formation at high yields. Elimination of three additional genes resulted in a strain that selectively grows only on pentoses, even in the presence of glucose, with a high ethanol yield. We showed that the ethanol yields of strains with minimized metabolic functionality closely matched the theoretical predictions. Remarkably, catabolite repression was completely absent during anaerobic growth, resulting in the simultaneous utilization of pentoses and hexoses for ethanol production.	Applied and environmental microbiology	2008	2446564.0	10.1128/AEM.02708-07	Journal Article,Research Support, N.I.H., Extramural,Research Support, Non-U.S. Gov't,	[ForeName:Cong T,LastName:Trinh] [ForeName:Pornkamol,LastName:Unrean] [ForeName:Friedrich,LastName:Srienc]
21732330	Engineering the pentose phosphate pathway to improve hydrogen yield in recombinant Escherichia coli.	Among various routes for the biological hydrogen production, the NAD(P)H-dependent pentose phosphate (PP) pathway is the most efficient for the dark fermentation. Few studies, however, have focused on the glucose-6-phosphate 1-dehydrogenase, encoded by zwf, as a key enzyme activating the PP pathway. Although the gluconeogenic activity is essential for activating the PP pathway, it is difficult to enhance the NADPH production by regulating only this activity because the gluconeogenesis is robust and highly sensitive to concentrations of glucose and AMP inside the cell. In this study, the FBPase II (encoded by glpX), a regulation-insensitive enzyme in the gluconeogenic pathway, was activated. Physiological studies of several recombinant, ferredoxin-dependent hydrogenase system-containing Escherichia coli BL21(DE3) strains showed that overexpression of glpX alone could increase the hydrogen yield by 1.48-fold compared to a strain with the ferredoxin-dependent hydrogenase system only; the co-overexpression of glpX with zwf increased the hydrogen yield further to 2.32-fold. These results indicate that activation of the PP pathway by glpX overexpression-enhanced gluconeogenic flux is crucial for the increase of NAD(P)H-dependent hydrogen production in E. coli BL21(DE3).	Biotechnology and bioengineering	2011		10.1002/bit.23259	Journal Article,Research Support, Non-U.S. Gov't,	[ForeName:Young Mi,LastName:Kim] [ForeName:Han-Saem,LastName:Cho] [ForeName:Gyoo Yeol,LastName:Jung] [ForeName:Jong Moon,LastName:Park]
16885303	Improvement of lactic acid production in Saccharomyces cerevisiae by cell sorting for high intracellular pH.	Yeast strains expressing heterologous L-lactate dehydrogenases can produce lactic acid. Although these microorganisms are tolerant of acidic environments, it is known that at low pH, lactic acid exerts a high level of stress on the cells. In the present study we analyzed intracellular pH (pHi) and viability by staining with cSNARF-4F and ethidium bromide, respectively, of two lactic-acid-producing strains of Saccharomyces cerevisiae, CEN.PK m850 and CEN.PK RWB876. The results showed that the strain producing more lactic acid, CEN.PK m850, has a higher pHi. During batch culture, we observed in both strains a reduction of the mean pHi and the appearance of a subpopulation of cells with low pHi. Simultaneous analysis of pHi and viability proved that the cells with low pHi were dead. Based on the observation that the better lactic-acid-producing strain had a higher pHi and that the cells with low pHi were dead, we hypothesized that we might find better lactic acid producers by screening for cells within the highest pHi range. The screening was performed on UV-mutagenized populations through three consecutive rounds of cell sorting in which only the viable cells within the highest pHi range were selected. The results showed that lactic acid production was significantly improved in the majority of the mutants obtained compared to the parental strains. The best lactic-acid-producing strain was identified within the screening of CEN.PK m850 mutants.	Applied and environmental microbiology	2006	1538745.0	10.1128/AEM.00683-06	Evaluation Study,Journal Article,Research Support, Non-U.S. Gov't,	[ForeName:Minoska,LastName:Valli] [ForeName:Michael,LastName:Sauer] [ForeName:Paola,LastName:Branduardi] [ForeName:Nicole,LastName:Borth] [ForeName:Danilo,LastName:Porro] [ForeName:Diethard,LastName:Mattanovich]
24412568	Utilizing an endogenous pathway for 1-butanol production in Saccharomyces cerevisiae.	Microbial production of higher alcohols from renewable feedstock has attracted intensive attention thanks to its potential as a source for next-generation gasoline substitutes. Here we report the discovery, characterization and engineering of an endogenous 1-butanol pathway in Saccharomyces cerevisiae. Upon introduction of a single gene deletion adh1Δ, S. cerevisiae was able to accumulate more than 120 mg/L 1-butanol from glucose in rich medium. Precursor feeding, ¹³C-isotope labeling and gene deletion experiments demonstrated that the endogenous 1-butanol production was dependent on catabolism of threonine in a manner similar to fusel alcohol production by the Ehrlich pathway. Specifically, the leucine biosynthesis pathway was engaged in the conversion of key 2-keto acid intermediates. Overexpression of the pathway enzymes and elimination of competing pathways achieved the highest reported 1-butanol titer in S. cerevisiae (242.8 mg/L).	Metabolic engineering	2014		10.1016/j.ymben.2014.01.002	Journal Article,Research Support, Non-U.S. Gov't,	[ForeName:Tong,LastName:Si] [ForeName:Yunzi,LastName:Luo] [ForeName:Han,LastName:Xiao] [ForeName:Huimin,LastName:Zhao]
22750670	An engineered E.coli strain for the production of glycoglycerolipids.	The glycolipid synthase MG517 from Mycoplasma genitalium catalyzes the glucosyl transfer from UDPGlc to diacylglycerol producing glycoglycerolipids (GGL) (Andrés et al., 2011). The enzyme was functional in E. coli accumulating GGL in the plasma membrane. A metabolic engineering strategy for GGL production was evaluated using this microorganism. To increase the levels of GGL precursors, UDPGlc and diacylglycerol, GalU and PlsC enzymes involved in their biosynthesis were overexpressed. Seven engineered strains were obtained containing different combinations of the mg517 with galU and plsC genes. Diacylglycerol synthesis showed to be limiting and the strain overexpressing MG517 and PlsC achieved the highest GGL yield. The new lipids were mono, di- and triglucosyldiacylglycerol with different acyl combinations in each compound. It indicates that the successive glucosyl transferase activities of MG517 have different acyl chain specificity for the acceptor substrate. GGL represented up to 6 mg per g of dry weight.	Metabolic engineering	2012		10.1016/j.ymben.2012.06.001	Journal Article,Research Support, Non-U.S. Gov't,	[ForeName:Neus,LastName:Mora-Buyé] [ForeName:Magda,LastName:Faijes] [ForeName:Antoni,LastName:Planas]
17221195	L-tyrosine production by deregulated strains of Escherichia coli.	The excretion of the aromatic amino acid L: -tyrosine was achieved by manipulating three gene targets in the wild-type Escherichia coli K12: The feedback-inhibition-resistant (fbr) derivatives of aroG and tyrA were expressed on a low-copy-number vector, and the TyrR-mediated regulation of the aromatic amino acid biosynthesis was eliminated by deleting the tyrR gene. The generation of this L: -tyrosine producer, strain T1, was based only on the deregulation of the aromatic amino acid biosynthesis pathway, but no structural genes in the genome were affected. A second tyrosine over-producing strain, E. coli T2, was generated considering the possible limitation of precursor substrates. To enhance the availability of the two precursor substrates phosphoenolpyruvate and erythrose-4-phosphate, the ppsA and the tktA genes were over-expressed in the strain T1 background, increasing L: -tyrosine production by 80% in 50-ml batch cultures. Fed-batch fermentations revealed that L: -tyrosine production was tightly correlated with cell growth, exhibiting the maximum productivity at the end of the exponential growth phase. The final L: -tyrosine concentrations were 3.8 g/l for E. coli T1 and 9.7 g/l for E. coli T2 with a yield of L: -tyrosine per glucose of 0.037 g/g (T1) and 0.102 g/g (T2), respectively.	Applied microbiology and biotechnology	2007		10.1007/s00253-006-0792-9	Evaluation Study,Journal Article,Research Support, Non-U.S. Gov't,	[ForeName:Tina,LastName:Lütke-Eversloh] [ForeName:Gregory,LastName:Stephanopoulos]
