,PMID,Title,Year,PMC_ID,Organisms,Products,Genes_and_modifications
1645,20581197,Production of the chiral compound (R)-3-hydroxybutyrate by a genetically engineered methylotrophic bacterium.,2010,2918973,"['Rhizobium etli', 'Cupriavidus necator']",['35mmr3hb'],{'hbd': ['Other']}
1646,20585771,"Engineering of glycerol dehydrogenase for improved activity towards 1, 3-butanediol.",2010,,"['Klebsiella pneumoniae', 'Escherichia coli', 'Salmonella enterica']",,
1647,20590527,Enantioselective reduction of prochiral ketones by engineered bifunctional fusion proteins.,2010,,"['Escherichia coli', 'Synechococcus PCC']",['Synthon'],
1648,20594333,Genome-scale metabolic reconstruction and in silico analysis of methylotrophic yeast Pichia pastoris for strain improvement.,2010,2908565,['Komagataella pastoris'],['Proteins'],"{'FLD1': ['Positive'], 'GAP': ['Positive']}"
1649,20594566,Cloning of casbene and neocembrene synthases from Euphorbiaceae plants and expression in Saccharomyces cerevisiae.,2010,,['Saccharomyces cerevisiae'],['Macrocyclicditerpene'],
1650,20600382,High NADPH/NADP+ ratio improves thymidine production by a metabolically engineered Escherichia coli strain.,2010,,['Escherichia coli'],['Nadph/nadpthymidine'],
1651,20600383,Identification of gene targets eliciting improved alcohol tolerance in Saccharomyces cerevisiae through inverse metabolic engineering.,2010,,['Saccharomyces cerevisiae'],['Other biofuels'],"{'DOG1': ['Positive'], 'INO1': ['Positive']}"
1652,20601068,Metabolic engineering of Escherichia coli for the production of succinate from glycerol.,2010,,['Escherichia coli'],['Succinate'],
1653,20615687,Hydrogen production from glycerol using halophilic fermentative bacteria.,2010,,['Halanaerobium saccharolyticum'],['Subspecy'],
1654,20622989,Taxol biosynthesis and molecular genetics.,2006,2901146,,['Paclitaxel'],
1655,20624669,Characterization of a fenpropathrin-degrading strain and construction of a genetically engineered microorganism for simultaneous degradation of methyl parathion and fenpropathrin.,2010,,,,
1656,20625719,Reaction engineering studies for the production of 2-hydroxyisobutyric acid with recombinant Cupriavidus necator H 16.,2010,,['Cupriavidus necator'],['Hydroxyisobutyrate'],
1657,20630485,High cell-density processes in batch mode of a genetically engineered Escherichia coli strain with minimized overflow metabolism using a pressurized bioreactor.,2010,,['Escherichia coli'],,
1658,20636327,Screening of a thiamine-auxotrophic yeast for alpha-ketoglutaric acid overproduction.,2010,,,['Ketoglutarate'],
1659,20637604,High efficiency hydrogen production from glucose/xylose by the ldh-deleted Thermoanaerobacterium strain.,2010,,['Thermoanaerobacterium aotearoense'],['H2'],
1660,20642838,Array comparative genomic hybridization analysis of Trichoderma reesei strains with enhanced cellulase production properties.,2010,3091638,['Trichoderma reesei'],['Enzymes'],
1661,20643967,Combining metabolic and protein engineering of a terpenoid biosynthetic pathway for overproduction and selectivity control.,2010,2922259,['Escherichia coli'],['Lipids'],
1662,20656860,Use of amino acids as inducers for high-level protein expression in the single-protein production system.,2010,2937506,['Escherichia coli'],['Singleprotein'],
1663,20657620,A novel approach for the improvement of ethanol fermentation by Saccharomyces cerevisiae.,2010,,['Saccharomyces cerevisiae'],['Ethanol'],
1664,20657724,"Porphyromonas gingivalis resistance to polymyxin B is determined by the lipid A 4'-phosphatase, PGN_0524.",2009,2909122,['Porphyromonas gingivalis'],['Lipids'],
1665,20661733,Putrescine production by engineered Corynebacterium glutamicum.,2010,,['Corynebacterium glutamicum'],['Butanediammonium'],{'speC': ['Positive']}
1666,20665018,"Metabolic engineering of Escherichia coli to produce (2S, 3R, 4S)-4-hydroxyisoleucine.",2010,,['Escherichia coli'],['2s3r4s4hydroxyisoleucine'],
1667,20665644,Microbial 1-butanol production: Identification of non-native production routes and in silico engineering interventions.,2010,,['Escherichia coli'],['Butanol'],
1668,20666435,Mutagenesis of a modular polyketide synthase enoylreductase domain reveals insights into catalysis and stereospecificity.,2010,,,['Fatty acids'],
1669,20675444,Enhanced production of a plant monoterpene by overexpression of the 3-hydroxy-3-methylglutaryl coenzyme A reductase catalytic domain in Saccharomyces cerevisiae.,2010,2950448,['Saccharomyces cerevisiae'],['Monoterpene'],{'met': ['Other']}
1670,20676628,Direct ethanol production from cellulosic materials at high temperature using the thermotolerant yeast Kluyveromyces marxianus displaying cellulolytic enzymes.,2010,,['Kluyveromyces marxianus'],['Ethanol'],
1671,20676999,Easy two-step method for randomizing and cloning gene fragments.,2010,,,,
1672,20680264,Saccharomyces cerevisiae engineered to produce D-xylonate.,2010,,['Saccharomyces cerevisiae'],['Xylonate'],"{'GRE3': ['Positive', 'Negative']}"
1673,20687341,[Construction of integrative vector for xylulokinase gene and its overexpression in Saccharomyces cerevisiae].,2010,,['Saccharomyces cerevisiae'],,
1674,20688186,Engineering of biotin-prototrophy in Pichia pastoris for robust production processes.,2010,,['Komagataella pastoris'],['Proteins'],
1675,20693441,Development of pyrF-based genetic system for targeted gene deletion in Clostridium thermocellum and creation of a pta mutant.,2010,2950449,['Acetivibrio thermocellus'],['Acetate'],"{'pyrF': ['Positive', 'Negative']}"
1676,20696614,Improvement of isopropanol production by metabolically engineered Escherichia coli using gas stripping.,2010,,['Escherichia coli'],['Other biofuels'],
1677,20700606,Continuous culture and proteomic analysis of Escherichia coli DH5α and its acetate-tolerant mutant DA19 under conditions of nitrogen source limitation.,2011,,['Escherichia coli'],['Acetate'],"{'ackA': ['Positive', 'Negative'], 'atpA': ['Positive'], 'glnK': ['Positive'], 'gnd': ['Positive'], 'hchA': ['Negative'], 'ompR': ['Positive'], 'purH': ['Positive'], 'yahK': ['Negative'], 'ydcW': ['Negative']}"
1678,20705853,An outlook on microalgal biofuels.,2010,,,['Carbonrichlipid'],
1679,20708927,Development of the cellulolytic fungus Trichoderma reesei strain with enhanced beta-glucosidase and filter paper activity using strong artificial cellobiohydrolase 1 promoter.,2010,,['Trichoderma reesei'],['Enzymes'],
1680,20710026,Insights into an unusual nonribosomal peptide synthetase biosynthesis: identification and characterization of the GE81112 biosynthetic gene cluster.,2010,2963348,['Escherichia coli'],['Enzymes'],
1681,20711572,Development of sucrose-utilizing Escherichia coli K-12 strain by cloning β-fructofuranosidases and its application for L-threonine production.,2010,,['Escherichia coli'],['Amino acids'],
1682,20711797,High-throughput screening and selection of yeast cell lines expressing monoclonal antibodies.,2010,,['Komagataella pastoris'],['Terrance_stadheim@merckcom'],
1683,20712863,Integration of metabolic databases for the reconstruction of genome-scale metabolic networks.,2010,2930596,"['Escherichia coli', 'Saccharomyces cerevisiae', 'Helicobacter pylori']",['Sphingolipid'],
1684,20714780,A genetic overhaul of Saccharomyces cerevisiae 424A(LNH-ST) to improve xylose fermentation.,2011,,['Saccharomyces cerevisiae'],['Ethanol'],"{'RKI1': ['Positive'], 'RPE1': ['Positive'], 'TAL1': ['Positive'], 'TKL1': ['Positive']}"
1685,20717665,Engineering of ethanolic E. coli with the Vitreoscilla hemoglobin gene enhances ethanol production from both glucose and xylose.,2010,,['Escherichia coli'],"['Hemoglobin', 'Ethanol']",
1686,20728590,Pathway engineering results the altered polyhydroxyalkanoates composition in recombinant Escherichia coli.,2011,,['Escherichia coli'],['PHB/PHA'],
1687,20730551,Zingiber zerumbet CYP71BA1 catalyzes the conversion of α-humulene to 8-hydroxy-α-humulene in zerumbone biosynthesis.,2011,11114803,['Escherichia coli'],['Hydroxyalphahumulene'],
1688,20735851,Engineering of N. benthamiana L. plants for production of N-acetylgalactosamine-glycosylated proteins--towards development of a plant-based platform for production of protein therapeutics with mucin type O-glycosylation.,2010,2936419,['Alternaria carthami'],['Proteins'],
1689,20798582,Towards methionine overproduction in Corynebacterium glutamicum--methanethiol and dimethyldisulfide as reduced sulfur sources.,2010,,['Corynebacterium glutamicum'],['Amino acids'],"{'metY': ['Positive', 'Negative']}"
1690,20803136,"Construction of stress-induced metabolic pathway from glucose to 1,3-propanediol in Escherichia coli.",2011,,['Escherichia coli'],['Propanediol'],
1691,20805930,A model for improving microbial biofuel production using a synthetic feedback loop.,2010,2923299,"['Pseudomonas putida', 'Clostridium acetobutylicum']",['Other biofuels'],
1692,20809076,Hybrid pseudomonads engineered by two-step homologous recombination acquire novel degradation abilities toward aromatics and polychlorinated biphenyls.,2010,,,,
1693,20809958,Cross-reactions between engineered xylose and galactose pathways in recombinant Saccharomyces cerevisiae.,2010,2940871,['Saccharomyces cerevisiae'],"['Biomass', 'Glycerol', 'Ethanol']",{'GRE3': ['Negative']}
1694,20812259,Metabolic engineering of Escherichia coli for the production of cadaverine: a five carbon diamine.,2011,,['Escherichia coli'],['Cadaverine2'],"{'cadA': ['Positive'], 'dapA': ['Positive']}"
1695,20816840,"Metabolome, transcriptome and metabolic flux analysis of arabinose fermentation by engineered Saccharomyces cerevisiae.",2010,,['Saccharomyces cerevisiae'],,{'TKL2': ['Positive']}
1696,20817811,Towards enhanced galactose utilization by Lactococcus lactis.,2010,2976262,['Lactococcus lactis'],['Proteins'],{'pgmA': ['Positive']}
1697,20820806,"1,3-Propandiol production by engineered Hansenula polymorpha expressing dha genes from Klebsiella pneumoniae.",2011,,['Klebsiella pneumoniae'],['Other biofuels'],
1698,20829451,Cellodextrin transport in yeast for improved biofuel production.,2010,,"['Saccharomyces cerevisiae', 'Neurospora crassa']",['Other biofuels'],
1699,20830677,Reaction engineering analysis of hydrogenotrophic production of acetic acid by Acetobacterium woodii.,2011,,['Acetobacterium woodii'],['Acetate'],
1700,20846434,Production of functionalized polyhydroxyalkanoates by genetically modified Methylobacterium extorquens strains.,2010,2954876,['Pseudomonas fluorescens'],['PHB/PHA'],
1701,20848294,Unraveling the metabolism of HEK-293 cells using lactate isotopomer analysis.,2011,,,['Proteins'],
1702,20851338,Creating designer laccases.,2010,,,,
1703,20851994,Engineering of Corynebacterium glutamicum with an NADPH-generating glycolytic pathway for L-lysine production.,2010,2976228,['Corynebacterium glutamicum'],['Amino acids'],{'lysC': ['Positive']}
1704,20854852,Reduction of glycerol production to improve ethanol yield in an engineered Saccharomyces cerevisiae using glycerol as a substrate.,2010,,['Saccharomyces cerevisiae'],['Glycerol'],
1705,20854924,Metabolic engineering of Saccharomyces cerevisiae for the biotechnological production of succinic acid.,2010,,['Saccharomyces cerevisiae'],['Succinate'],"{'IDH1': ['Negative'], 'IDP1': ['Negative'], 'SDH1': ['Negative'], 'SDH2': ['Negative']}"
1706,20855568,Exploiting natural variation in Saccharomyces cerevisiae to identify genes for increased ethanol resistance.,2010,2998304,['Saccharomyces cerevisiae'],['Ethanol'],"{'ELO1': ['Positive'], 'tps1': ['Positive']}"
1707,20866061,Net energy and greenhouse gas emission evaluation of biodiesel derived from microalgae.,2010,,,['Other biofuels'],
1708,20871937,Overcoming glucose repression in mixed sugar fermentation by co-expressing a cellobiose transporter and a β-glucosidase in Saccharomyces cerevisiae.,2010,,['Saccharomyces cerevisiae'],['Ethanol'],
1709,20878442,Generation of an evolved Saccharomyces cerevisiae strain with a high freeze tolerance and an improved ability to grow on glycerol.,2011,,['Saccharomyces cerevisiae'],['Other biofuels'],
1710,20880146,Improved ATP supply enhances acid tolerance of Candida glabrata during pyruvic acid production.,2011,,,['Pyruvate'],
1711,20882517,Dynamic flux balance modeling of microbial co-cultures for efficient batch fermentation of glucose and xylose mixtures.,2011,,"['Escherichia coli', 'Saccharomyces cerevisiae']",['Ethanol'],
1712,20883813,Metabolic impact of the level of aeration during cell growth on anaerobic succinate production by an engineered Escherichia coli strain.,2010,,['Escherichia coli'],['Succinate'],{'acnB': ['Positive']}
1713,20885952,Genomic analysis of carbon monoxide utilization and butanol production by Clostridium carboxidivorans strain P7.,2010,2946384,['Clostridium carboxidivorans'],"['Carbonatom', 'Butanol']",
1714,20886903,Recombinant E. coli prototype strains for in vivo glycorandomization.,2011,3025069,['Escherichia coli'],['Glucoside'],
1715,20889773,Surface display of a functional minicellulosome by intracellular complementation using a synthetic yeast consortium and its application to cellulose hydrolysis and ethanol production.,2010,2976192,"['Acetivibrio thermocellus', 'Ruminococcus flavefaciens']",['Ethanol'],
1716,20889775,Increased ethanol productivity in xylose-utilizing Saccharomyces cerevisiae via a randomly mutagenized xylose reductase.,2010,2988607,['Saccharomyces cerevisiae'],['Ethanol'],
1717,20889777,Production of hydrogen gas from light and the inorganic electron donor thiosulfate by Rhodopseudomonas palustris.,2010,2988585,['Rhodopseudomonas palustris'],['Thiosulfate2'],
1718,20889786,"Limitations in xylose-fermenting Saccharomyces cerevisiae, made evident through comprehensive metabolite profiling and thermodynamic analysis.",2010,2976174,['Saccharomyces cerevisiae'],['Xylose'],
1719,20922380,A novel plasmid addiction system for large-scale production of cyanophycin in Escherichia coli using mineral salts medium.,2011,,['Escherichia coli'],['Cyanophycinpolymer'],
1720,20924508,Engineering of an enantioselective tyrosine aminomutase by mutation of a single active site residue in phenylalanine aminomutase.,2010,,,['Amino acids'],
1721,20927605,Convenient gram-scale metabolite synthesis by engineered fission yeast strains expressing functional human P450 systems.,2011,,['Schizosaccharomyces pombe'],,
1722,20929806,Isoprenoid pathway optimization for Taxol precursor overproduction in Escherichia coli.,2010,3034138,['Escherichia coli'],['Taxolprecursor'],
1723,20931261,Improving the Clostridium acetobutylicum butanol fermentation by engineering the strain for co-production of riboflavin.,2011,,['Clostridium acetobutylicum'],['Butanol'],"{'purF': ['Positive', 'Other']}"
1724,20933550,Repeated-batch fermentations of xylose and glucose-xylose mixtures using a respiration-deficient Saccharomyces cerevisiae engineered for xylose metabolism.,2010,,['Saccharomyces cerevisiae'],['Ethanol'],{'XYL2': ['Positive']}
1725,20933551,"An integrated analysis of enzyme activities, cofactor pools and metabolic fluxes in baculovirus-infected Spodoptera frugiperda Sf9 cells.",2010,,,,
1726,20935118,Escherichia coli binary culture engineered for direct fermentation of hemicellulose to a biofuel.,2010,3008245,['Escherichia coli'],['Other biofuels'],
1727,20935122,Metabolic engineering of Corynebacterium glutamicum for 2-ketoisovalerate production.,2010,3008247,['Corynebacterium glutamicum'],['Ketoisovalerate'],"{'aceE': ['Negative', 'Positive'], 'ilvE': ['Positive', 'Negative']}"
1728,20935125,Identification of synthetic inducers and inhibitors of the quorum-sensing regulator LasR in Pseudomonas aeruginosa by high-throughput screening.,2010,3008242,['Pseudomonas aeruginosa'],,
1729,20936279,Construction of kanamycin B overproducing strain by genetic engineering of Streptomyces tenebrarius.,2011,,,['Antibiotics'],
1730,20949038,Rational design of a plasmid origin that replicates efficiently in both gram-positive and gram-negative bacteria.,2010,2951906,"['Deinococcus radiodurans', 'Bacillus subtilis', 'Agrobacterium tumefaciens', 'Acinetobacter baylyi', 'Photorhabdus luminescens', 'Streptococcus pneumoniae']",['Reporterprotein'],
1731,20956330,Homolog of tocopherol C methyltransferases catalyzes N methylation in anticancer alkaloid biosynthesis.,2010,2973921,['Escherichia coli'],['Anticanceralkaloid'],
1732,20957255,Increasing the stability of an enzyme toward hostile organic solvents by directed evolution based on iterative saturation mutagenesis using the B-FIT method.,2010,,['Bacillus subtilis'],,
1733,20957355,"Elimination of carbon catabolite repression in Klebsiella oxytoca for efficient 2,3-butanediol production from glucose-xylose mixtures.",2011,,['Klebsiella oxytoca'],['Butanediol'],
1734,20967753,Genome-scale modeling and in silico analysis of ethanologenic bacteria Zymomonas mobilis.,2011,,['Zymomonas mobilis'],['Ethanol'],
1735,20969971,Central metabolic fluxes in the endosperm of developing maize seeds and their implications for metabolic engineering.,2011,,,['Biomass'],
1736,20971205,Genetic engineering of fatty acid chain length in Phaeodactylum tricornutum.,2011,,['Phaeodactylum tricornutum'],['Fatty acids'],
1737,20971455,Microbial production of N-acetylneuraminic acid by genetically engineered Escherichia coli.,2010,,['Escherichia coli'],['Acetylneuraminate'],{'neuB': ['Positive']}
1738,20972784,"Production of tranilast [N-(3',4'-dimethoxycinnamoyl)-anthranilic acid] and its analogs in yeast Saccharomyces cerevisiae.",2011,,['Saccharomyces cerevisiae'],['Tranilast'],{'pad1': ['Negative']}
1739,20973990,Genome-wide identification of Saccharomyces cerevisiae genes required for tolerance to acetic acid.,2010,2972246,['Saccharomyces cerevisiae'],['Carbohydratesgph1'],"{'ECM31': ['Positive'], 'ROT2': ['Positive']}"
1740,21038095,A high-throughput screening strategy for nitrile-hydrolyzing enzymes based on ferric hydroxamate spectrophotometry.,2011,,['Rhodococcus erythropolis'],['Carboxylicacidsderivative'],
1741,21040798,Metabolic engineering and classic selection of the yeast Candida famata (Candida flareri) for construction of strains with enhanced riboflavin production.,2011,,['Debaryomyces hansenii'],['Riboflavin'],
1742,21040799,Manipulating redox and ATP balancing for improved production of succinate in E. coli.,2011,,['Escherichia coli'],['Succinate'],"{'ldhA': ['Negative', 'Other'], 'pdhR': ['Negative'], 'pflB': ['Other', 'Negative'], 'ptsG': ['Negative', 'Other']}"
1743,21047440,Survey of artemisinin production by diverse Artemisia species in northern Pakistan.,2010,2989329,"['Verticillium dahliae', 'Gaeumannomyces graminis']",['Artemisinin'],
1744,21053049,High level expression of a truncated β-mannanase from alkaliphilic Bacillus sp. N16-5 in Kluyveromyces cicerisporus.,2011,,,['Man330'],
1745,21058651,The Arabidopsis PAP1 transcription factor plays an important role in the enrichment of phenolic acids in Salvia miltiorrhiza.,2010,,,['Anthocyanin'],
1746,21059201,Improved vanillin production in baker's yeast through in silico design.,2010,2992047,,['Vanillin'],
1747,21060736,Enabling unbalanced fermentations by using engineered electrode-interfaced bacteria.,2010,2975363,"['Shewanella oneidensis', 'Escherichia coli', 'Zymomonas mobilis']",['Acetate'],{'pta': ['Negative']}
1748,21060738,An engineered methanogenic pathway derived from the domains Bacteria and Archaea.,2010,2975365,"['Methanosarcina acetivorans', 'Pseudomonas veronii']",['Methane'],
1749,21069474,Production of lactate in Escherichia coli by redox regulation genetically and physiologically.,2011,,['Escherichia coli'],['Lactate'],
1750,21074421,Effects of selected electron transport chain inhibitors on 24-h hydrogen production by Synechocystis sp. PCC 6803.,2011,,['Synechocystis PCC'],['Helion'],
1751,21075888,Transformation system for Hypocrea jecorina (Trichoderma reesei) that favors homologous integration and employs reusable bidirectionally selectable markers.,2011,3019734,['Trichoderma reesei'],['Hydrolyticenzyme'],
1752,21079588,Grand challenge commentary: Transforming biosynthesis into an information science.,2010,,,,
1753,21081955,Improved precursor-directed biosynthesis in E. coli via directed evolution.,2011,3030684,['Escherichia coli'],['Antibiotics'],
1754,21083885,Reconstruction and analysis of genome-scale metabolic model of a photosynthetic bacterium.,2010,3009638,"['Escherichia coli', 'Nostoc punctiforme', 'Saccharomyces cerevisiae']",['Photo'],
1755,21090259,[Burkholderia cepacia lipase gene modification and its constitutive and inducible expression in Komagataella pastoris].,2010,,"['Komagataella pastoris', 'Burkholderia cepacia']",,
1756,21091594,Constitutive expression of Vitreoscilla haemoglobin in Sphingomonas elodea to improve gellan gum production.,2011,,['Sphingomonas elodea'],['Gellan'],
1757,21092328,The genome-scale metabolic network analysis of Zymomonas mobilis ZM4 explains physiological features and suggests ethanol and succinic acid production strategies.,2010,3004842,['Zymomonas mobilis'],['Succinate'],
1758,21095565,Making E. coli an erythromycin production plant.,2010,,['Escherichia coli'],['Antibiotics'],{'GroEL': ['Positive']}
1759,21097588,L-malate production by metabolically engineered Escherichia coli.,2011,3020529,['Escherichia coli'],['Malate2'],"{'ldhA': ['Negative'], 'mgsA': ['Negative'], 'pykA': ['Negative'], 'pykF': ['Negative']}"
1760,21102593,Structural characterization of a lipopeptide antibiotic A54145E(Asn3Asp9) produced by a genetically engineered strain of Streptomyces fradiae.,2011,,['Streptomyces fradiae'],['Lipopeptideantibiotica54145easn3asp9'],
1761,21102595,Involvement of common intermediate 3-hydroxy-L-kynurenine in chromophore biosynthesis of quinomycin family antibiotics.,2011,,['Escherichia coli'],['Antibiotics'],
1762,21103890,Strategies for efficient repetitive production of succinate using metabolically engineered Escherichia coli.,2011,,['Escherichia coli'],['Succinate'],
1763,21104244,Efficient and direct glutathione production from raw starch using engineered Saccharomyces cerevisiae.,2011,,['Saccharomyces cerevisiae'],['Glutathionate1'],
1764,21107477,Heterologous production of thiostrepton A and biosynthetic engineering of thiostrepton analogs.,2011,,['Streptomyces laurentii'],['Thiostrepton'],
1765,21107642,Engineering industrial Saccharomyces cerevisiae strains for xylose fermentation and comparison for switchgrass conversion.,2011,,['Saccharomyces cerevisiae'],['Switchgrass'],
1766,21107647,Improvement of spinosad production by overexpression of gtt and gdh controlled by promoter PermE* in Saccharopolyspora spinosa SIPI-A2090.,2011,,['Saccharopolyspora spinosa'],['Antibiotics'],{'gtt': ['Positive']}
1767,21110849,Differential proteomic analysis highlights metabolic strategies associated with balhimycin production in Amycolatopsis balhimycina chemostat cultivations.,2010,3004843,['Amycolatopsis balhimycina'],['Antibiotics'],"{'ppk': ['Positive', 'Negative']}"
1768,21110891,Biosynthesis of chiral 3-hydroxyvalerate from single propionate-unrelated carbon sources in metabolically engineered E. coli.,2010,3000843,['Escherichia coli'],['Hydroxyvalerate'],"{'ackA': ['Negative'], 'acs': ['Positive'], 'atoB': ['Positive', 'Negative'], 'bktB': ['Positive'], 'buk': ['Positive'], 'endA': ['Negative'], 'hbd': ['Positive'], 'ilvA': ['Positive'], 'metA': ['Negative'], 'phaB': ['Positive'], 'poxB': ['Negative'], 'pta': ['Negative'], 'ptb': ['Positive'], 'tdh': ['Positive'], 'thrA': ['Positive']}"
1769,21111011,Efficient production of polylactic acid and its copolymers by metabolically engineered Escherichia coli.,2011,,['Escherichia coli'],['Polylactate'],
1770,21111764,Development of anaerobically inducible nar promoter expression vectors for the expression of recombinant proteins in Escherichia coli.,2011,,['Escherichia coli'],,
1771,21113689,Characterization of a KCS-like KASII from Jessenia bataua that elongates saturated and monounsaturated stearic acids in Arabidopsis thaliana.,2011,,['Escherichia coli'],['Fatty acids'],
1772,21118570,A genomic perspective on the potential of Actinobacillus succinogenes for industrial succinate production.,2010,3091790,['Actinobacillus succinogenes'],['Succinate'],
1773,21125267,Identification of mannose uptake and catabolism genes in Corynebacterium glutamicum and genetic engineering for simultaneous utilization of mannose and glucose.,2011,,['Corynebacterium glutamicum'],,"{'manA': ['Positive'], 'ptsF': ['Positive']}"
1774,21125386,Expression of recombinant proteins with uniform N-termini.,2011,3107599,['Escherichia coli'],,{'pepP': ['Negative']}
1775,21126354,Lignin monomer composition affects Arabidopsis cell-wall degradability after liquid hot water pretreatment.,2010,3016308,"['Trichoderma reesei', 'Aspergillus niger']",,
1776,21127946,L-arabinose pathway engineering for arabitol-free xylitol production in Candida tropicalis.,2011,,['Candida tropicalis'],['Xylitol'],
1777,21130896,Comprehensive engineering of Escherichia coli for enhanced expression of IgG antibodies.,2011,3057344,['Escherichia coli'],['Fulllengthigg'],
1778,21131518,Anaplerotic role for cytosolic malic enzyme in engineered Saccharomyces cerevisiae strains.,2011,3028732,['Saccharomyces cerevisiae'],['C4dicarboxylate'],{'sfcA': ['Positive']}
1779,21132287,Titer improvement of iso-migrastatin in selected heterologous Streptomyces hosts and related analysis of mRNA expression by quantitative RT-PCR.,2011,3105603,['Streptomyces platensis'],['Isomg'],
1780,21140150,Highly selective oxidation of benzyl alcohol using engineered Gluconobacter oxydans in biphasic system.,2011,,['Gluconobacter oxydans'],,
1781,21141243,Creativity in ergonomic design: a supplemental value-adding source for product and service development.,2010,,,,
1782,21144882,A computational tool for the simulation and optimization of microbial strains accounting integrated metabolic/regulatory information.,2011,,['Escherichia coli'],['Biomass'],
1783,21148687,Diversion of flux toward sesquiterpene production in Saccharomyces cerevisiae by fusion of host and heterologous enzymes.,2011,3028695,['Saccharomyces cerevisiae'],['Sesquiterpene'],"{'DPP1': ['Negative'], 'ERG20': ['Negative', 'Positive'], 'ERG9': ['Negative'], 'GAL1': ['Positive'], 'GAL10': ['Positive'], 'LPP1': ['Negative']}"
1784,21155970,Astaxanthin biosynthesis is enhanced by high carotenogenic gene expression and decrease of fatty acids and ergosterol in a Phaffia rhodozyma mutant strain.,2011,,['Phaffia rhodozyma'],['Carotenoids'],"{'hmgr': ['Negative', 'Positive'], 'idi': ['Negative'], 'pbs': ['Positive']}"
1785,21161324,Use of the valine biosynthetic pathway to convert glucose into isobutanol.,2011,,"['Escherichia coli', 'Lactococcus lactis', 'Saccharomyces cerevisiae']",['Alcohol'],
1786,21163359,Elucidating acetate tolerance in E. coli using a genome-wide approach.,2011,,['Escherichia coli'],,
1787,21165672,Engineering of geranylgeranyl pyrophosphate synthase levels and physiological conditions for enhanced carotenoid and astaxanthin synthesis in Xanthophyllomyces dendrorhous.,2011,,,['Carotenoids'],
1788,21168766,Engineering enzyme specificity using computational design of a defined-sequence library.,2010,,['Escherichia coli'],['Kljp@mitedudoi'],
1789,21169432,Natural and engineered hydroxyectoine production based on the Pseudomonas stutzeri ectABCD-ask gene cluster.,2011,3067233,['Escherichia coli'],['Hydroxyectoine'],
1790,21169447,Extension of the substrate utilization range of Ralstonia eutropha strain H16 by metabolic engineering to include mannose and glucose.,2011,3067221,['Cupriavidus necator'],['PHB/PHA'],"{'glf': ['Positive'], 'glk': ['Positive'], 'mak': ['Positive'], 'man': ['Positive'], 'manA': ['Other'], 'pfkA': ['Positive']}"
1791,21176163,Whole genome sequencing of Saccharomyces cerevisiae: from genotype to phenotype for improved metabolic engineering applications.,2010,3022925,['Saccharomyces cerevisiae'],['Ergosterol'],
1792,21179021,"Evolution, genomic analysis, and reconstruction of isobutanol tolerance in Escherichia coli.",2010,3018172,['Escherichia coli'],['Butanol'],"{'acrE': ['Positive'], 'gatY': ['Positive', 'Negative'], 'glmS': ['Positive'], 'hipA': ['Negative'], 'tnaA': ['Positive', 'Negative']}"
1793,21182538,Flux-based analysis of sulfur metabolism in desulfurizing strains of Rhodococcus erythropolis.,2011,,['Rhodococcus erythropolis'],"['Mycothiol', 'Oldfield1998']",
1794,21183648,Reconstitution of the FK228 biosynthetic pathway reveals cross talk between modular polyketide synthases and fatty acid synthase.,2011,3067244,"['Chromobacterium violaceum', 'Escherichia coli']",['Fatty acids'],"{'acpS': ['Other'], 'sfp': ['Other', 'Positive']}"
1795,21187422,Engineered Saccharomyces cerevisiae capable of simultaneous cellobiose and xylose fermentation.,2011,3021080,['Saccharomyces cerevisiae'],['Other biofuels'],{'XKS1': ['Positive']}
1796,21188421,Quantitative characterization of metabolism and metabolic shifts during growth of the new human cell line AGE1.HN using time resolved metabolic flux analysis.,2011,3092918,,['Vaccine'],
1797,21188612,Production of heterologous polygalacturonase I from Aspergillus kawachii in Saccharomyces cerevisiae in batch and fed-batch cultures.,2011,,['Saccharomyces cerevisiae'],['Polygalacturonase'],
1798,21188614,Adaptive evolution of nontransgenic Escherichia coli KC01 for improved ethanol tolerance and homoethanol fermentation from xylose.,2011,,['Escherichia coli'],['Ethanol'],{'adhE': ['Positive']}
1799,21191998,Escherichia coli W as a new platform strain for the enhanced production of L-valine by systems metabolic engineering.,2011,,['Escherichia coli'],['Amino acids'],"{'ilvA': ['Negative'], 'lrp': ['Positive']}"
1800,21193673,"Metabolic engineering of Saccharomyces cerevisiae for production of Eicosapentaenoic Acid, using a novel {Delta}5-Desaturase from Paramecium tetraurelia.",2011,3067290,"['Paramecium tetraurelia', 'Saccharomyces cerevisiae']",['Icosapentaenoate'],
1801,21194928,Enhancement of riboflavin production with Bacillus subtilis by expression and site-directed mutagenesis of zwf and gnd gene from Corynebacterium glutamicum.,2011,,"['Bacillus subtilis', 'Corynebacterium glutamicum']",['Riboflavin'],"{'gnd': ['Positive'], 'zwf': ['Positive']}"
1802,21203966,Engineering cyanobacteria for fuels and chemicals production.,2010,4875091,['Clostridium acetobutylicum'],['Other biofuels'],
1803,21209891,Engineering melon plants with improved fruit shelf life using the TILLING approach.,2010,3012703,,['Charmono'],
1804,21209917,Metabolic engineering of cofactor F420 production in Mycobacterium smegmatis.,2010,3012119,"['Mycobacterium tuberculosis', 'Mycolicibacterium smegmatis']",['F420'],
